Corrected_mass_flow(kg/s),x_21(m),r_21(m),Span,alpha(deg),gamma(deg),pt_AA_21(Pa),ptr_AA_15_21
16.00716451,-0.170098647,0.17710578,0.830499785,34.95454101,2.799671522,153503.6603,1.525327839
16.00716451,-0.170188765,0.178395102,0.847448492,35.78329739,2.719671345,153735.0207,1.527626809
16.00716451,-0.170278883,0.179684424,0.864397199,36.7825523,2.642920222,153961.5691,1.529877965
16.00716451,-0.170369001,0.180973746,0.881345906,38.10413281,2.581334941,154016.5888,1.530424682
16.00716451,-0.170459119,0.182263068,0.898294613,39.90359108,2.568395033,153493.2239,1.525224134
16.00716451,-0.170549237,0.18355239,0.91524332,42.04115084,2.586311189,152361.6984,1.513980446
16.00716451,-0.170639354,0.184841712,0.932192027,44.51528699,2.603179681,149906.5577,1.489584322
16.00716451,-0.170729472,0.186131034,0.949140734,47.32865358,2.483646163,146697.6075,1.457697778
16.00716451,-0.17081959,0.187420356,0.966089441,51.09757805,2.224139001,143283.7086,1.42377471
16.00716451,-0.170909708,0.188709678,0.983038148,57.00387515,1.64479883,140058.0427,1.391722068
16.00716451,-0.170999826,0.189999,0.999986855,66.14912995,0.306237315,124224.351,1.234386597
