"Operating_condition (e.g., stall cycle/stall inception)",r_probe(m),x_probe(m),Rotational_frame(yes/no)
Stall inception,0.1892,-0.235,yes
t(s),p(Pa),,
0.029285924,97149.78413,,
0.029286956,97170.9669,,
0.029287988,97191.36985,,
0.029289021,97211.73035,,
0.029290053,97232.04846,,
0.029291085,97253.38697,,
0.029292117,97274.46517,,
0.029293149,97294.76568,,
0.029294181,97318.21596,,
0.029295214,97339.4539,,
0.029296246,97363.6641,,
0.029297278,97387.86903,,
0.02929831,97409.05002,,
0.029299342,97432.40078,,
0.029300374,97456.51589,,
0.029301407,97480.79899,,
0.029302439,97504.09846,,
0.029303471,97529.13738,,
0.029304503,97552.35356,,
0.029305535,97580.53957,,
0.029306567,97603.70963,,
0.0293076,97627.84755,,
0.029308632,97654.97163,,
0.029309664,97683.06164,,
0.029310696,97706.30755,,
0.029311728,97733.38107,,
0.029312761,97761.38115,,
0.029313793,97787.57233,,
0.029314825,97815.52535,,
0.029315857,97842.67283,,
0.029316889,97870.57783,,
0.029317921,97900.67964,,
0.029318954,97927.73954,,
0.029319986,97954.79432,,
0.029321018,97985.80772,,
0.02932205,98012.65477,,
0.029323082,98043.6224,,
0.029324114,98070.58501,,
0.029325147,98101.5426,,
0.029326179,98132.45903,,
0.029327211,98159.37048,,
0.029328243,98190.27698,,
0.029329275,98220.2267,,
0.029330308,98247.12423,,
0.02933134,98277.98077,,
0.029332372,98309.66176,,
0.029333404,98340.50808,,
0.029334436,98371.34947,,
0.029335468,98398.22196,,
0.029336501,98429.05357,,
0.029337533,98460.70754,,
0.029338565,98486.58575,,
0.029339597,98518.2656,,
0.029340629,98549.11368,,
0.029341661,98576.7466,,
0.029342694,98607.62033,,
0.029343726,98635.27802,,
0.029344758,98666.96574,,
0.02934579,98694.64768,,
0.029346822,98725.57197,,
0.029347855,98753.1314,,
0.029348887,98784.86841,,
0.029349919,98812.63527,,
0.029350951,98840.39624,,
0.029351983,98868.18693,,
0.029353015,98896.79242,,
0.029354048,98923.71394,,
0.02935508,98952.34287,,
0.029356112,98981.00046,,
0.029357144,99009.65109,,
0.029358176,99038.36582,,
0.029359208,99062.15084,,
0.029360241,99090.92361,,
0.029361273,99119.68929,,
0.029362305,99144.44785,,
0.029363337,99172.35174,,
0.029364369,99197.9481,,
0.029365402,99226.79197,,
0.029366434,99252.47847,,
0.029367466,99282.12139,,
0.029368498,99306.91406,,
0.02936953,99332.61214,,
0.029370562,99358.3371,,
0.029371595,99388.08887,,
0.029372627,99412.95955,,
0.029373659,99438.73079,,
0.029374691,99464.52867,,
0.029375723,99491.09285,,
0.029376755,99516.00519,,
0.029377788,99542.62212,,
0.02937882,99568.49106,,
0.029379852,99599.12415,,
0.029380884,99625.74755,,
0.029381916,99651.49938,,
0.029382948,99678.17442,,
0.029383981,99704.83968,,
0.029385013,99731.52996,,
0.029386045,99758.21041,,
0.029387077,99784.91578,,
0.029388109,99810.72212,,
0.029389142,99838.17713,,
0.029390174,99868.8883,,
0.029391206,99895.62418,,
0.029392238,99923.08195,,
0.02939327,99949.83195,,
0.029394302,99977.30274,,
0.029395335,100004.0322,,
0.029396367,100035.5159,,
0.029397399,100063.0229,,
0.029398431,100089.7557,,
0.029399463,100121.2411,,
0.029400495,100148.7496,,
0.029401528,100176.2126,,
0.02940256,100206.9722,,
0.029403592,100234.4477,,
0.029404624,100261.9463,,
0.029405656,100293.4337,,
0.029406689,100320.9098,,
0.029407721,100351.6509,,
0.029408753,100379.1393,,
0.029409785,100410.6164,,
0.029410817,100438.0823,,
0.029411849,100470.4291,,
0.029412882,100497.116,,
0.029413914,100528.5813,,
0.029414946,100556.0354,,
0.029415978,100586.7247,,
0.02941701,100618.1907,,
0.029418042,100645.6116,,
0.029419075,100676.3031,,
0.029420107,100703.7021,,
0.029421139,100734.3727,,
0.029422171,100766.6283,,
0.029423203,100793.2432,,
0.029424236,100823.8816,,
0.029425268,100855.2585,,
0.0294263,100881.8761,,
0.029427332,100912.4836,,
0.029428364,100943.081,,
0.029429396,100973.6682,,
0.029430429,101000.2454,,
0.029431461,101030.8125,,
0.029432493,101060.6246,,
0.029433525,101092.0029,,
0.029434557,101118.5058,,
0.029435589,101148.2886,,
0.029436622,101178.0624,,
0.029437654,101208.5364,,
0.029438686,101238.2917,,
0.029439718,101264.0049,,
0.02944075,101293.7422,,
0.029441783,101323.4376,,
0.029442815,101352.384,,
0.029443847,101382.062,,
0.029444879,101411.7639,,
0.029445911,101440.6855,,
0.029446943,101469.5991,,
0.029447976,101498.5048,,
0.029449008,101527.4025,,
0.02945004,101556.2596,,
0.029451072,101585.1414,,
0.029452104,101613.2468,,
0.029453136,101642.0806,,
0.029454169,101670.2041,,
0.029455201,101698.2879,,
0.029456233,101726.3648,,
0.029457265,101754.4022,,
0.029458297,101786.4651,,
0.02945933,101813.7555,,
0.029460362,101841.0397,,
0.029461394,101872.2489,,
0.029462426,101898.757,,
0.029463458,101925.9915,,
0.02946449,101957.2199,,
0.029465523,101983.7112,,
0.029466555,102014.8956,,
0.029467587,102041.3116,,
0.029468619,102071.7544,,
0.029469651,102101.4301,,
0.029470683,102131.7986,,
0.029471716,102157.4648,,
0.029472748,102187.7911,,
0.02947378,102217.4159,,
0.029474812,102246.9722,,
0.029475844,102276.556,,
0.029476876,102305.3438,,
0.029477909,102334.0668,,
0.029478941,102362.8474,,
0.029479973,102391.6242,,
0.029481005,102420.3335,,
0.029482037,102453.071,,
0.02948307,102481.7729,,
0.029484102,102510.4711,,
0.029485134,102539.134,,
0.029486166,102571.0677,,
0.029487198,102599.6919,,
0.02948823,102627.619,,
0.029489263,102659.5114,,
0.029490295,102687.3692,,
0.029491327,102715.1996,,
0.029492359,102747.0516,,
0.029493391,102774.9005,,
0.029494423,102802.7464,,
0.029495456,102830.5578,,
0.029496488,102862.3975,,
0.02949752,102889.511,,
0.029498552,102916.5371,,
0.029499584,102944.3686,,
0.029500617,102972.197,,
0.029501649,102999.9912,,
0.029502681,103027.0394,,
0.029503713,103054.137,,
0.029504745,103081.9853,,
0.029505777,103109.7993,,
0.02950681,103136.8694,,
0.029507842,103160.7401,,
0.029508874,103187.8056,,
0.029509906,103215.6706,,
0.029510938,103239.5636,,
0.02951197,103262.6839,,
0.029513003,103290.5711,,
0.029514035,103313.7176,,
0.029515067,103337.6608,,
0.029516099,103361.5535,,
0.029517131,103385.5214,,
0.029518164,103408.7196,,
0.029519196,103428.6967,,
0.029520228,103452.6863,,
0.02952126,103472.6885,,
0.029522292,103495.9688,,
0.029523324,103515.9963,,
0.029524357,103536.8148,,
0.029525389,103556.8668,,
0.029526421,103576.9464,,
0.029527453,103597.0232,,
0.029528485,103617.1581,,
0.029529517,103637.29,,
0.02953055,103653.4493,,
0.029531582,103674.3649,,
0.029532614,103691.2957,,
0.029533646,103707.5058,,
0.029534678,103728.4295,,
0.029535711,103744.6937,,
0.029536743,103760.9146,,
0.029537775,103777.8889,,
0.029538807,103794.9199,,
0.029539839,103811.9472,,
0.029540871,103824.9706,,
0.029541904,103842.0505,,
0.029542936,103859.1265,,
0.029543968,103872.9135,,
0.029545,103890.0115,,
0.029546032,103903.0991,,
0.029547064,103920.2494,,
0.029548097,103934.1097,,
0.029549129,103947.2516,,
0.029550161,103965.1329,,
0.029551193,103978.2917,,
0.029552225,103992.2241,,
0.029553258,104006.1219,,
0.02955429,104024.0745,,
0.029555322,104036.5645,,
0.029556354,104051.2209,,
0.029557386,104065.1893,,
0.029558418,104079.1529,,
0.029559451,104092.3987,,
0.029560483,104106.3827,,
0.029561515,104124.3913,,
0.029562547,104138.3948,,
0.029563579,104151.6829,,
0.029564611,104165.6771,,
0.029565644,104180.4059,,
0.029566676,104194.4484,,
0.029567708,104212.4565,,
0.02956874,104225.7523,,
0.029569772,104239.7801,,
0.029570804,104253.8027,,
0.029571837,104271.8202,,
0.029572869,104285.8326,,
0.029573901,104303.8398,,
0.029574933,104317.8419,,
0.029575965,104335.1072,,
0.029576998,104349.0997,,
0.02957803,104366.3796,,
0.029579062,104384.3621,,
0.029580094,104402.3106,,
0.029581126,104419.5761,,
0.029582158,104436.8081,,
0.029583191,104454.7132,,
0.029584223,104471.9359,,
0.029585255,104489.1253,,
0.029586287,104506.3101,,
0.029587319,104527.4619,,
0.029588351,104544.6092,,
0.029589384,104566.4754,,
0.029590416,104583.5848,,
0.029591448,104603.985,,
0.02959248,104625.0574,,
0.029593512,104645.4212,,
0.029594545,104666.4568,,
0.029595577,104687.5041,,
0.029596609,104707.8271,,
0.029597641,104728.0899,,
0.029598673,104748.3771,,
0.029599705,104773.3499,,
0.029600738,104792.8979,,
0.02960177,104817.1173,,
0.029602802,104837.3182,,
0.029603834,104861.502,,
0.029604866,104880.9798,,
0.029605898,104905.1408,,
0.029606931,104928.5837,,
0.029607963,104952.7089,,
0.029608995,104976.1171,,
0.029610027,104998.7927,,
0.029611059,105022.879,,
0.029612092,105045.5206,,
0.029613124,105068.8706,,
0.029614156,105096.1797,,
0.029615188,105118.7848,,
0.02961622,105141.3686,,
0.029617252,105167.9404,,
0.029618285,105191.2186,,
0.029619317,105213.0567,,
0.029620349,105240.2735,,
0.029621381,105262.0789,,
0.029622413,105288.5618,,
0.029623445,105314.3347,,
0.029624478,105336.0779,,
0.02962551,105361.8252,,
0.029626542,105387.5636,,
0.029627574,105409.2783,,
0.029628606,105434.9574,,
0.029629639,105460.6398,,
0.029630671,105481.5873,,
0.029631703,105506.5329,,
0.029632735,105531.454,,
0.029633767,105556.3682,,
0.029634799,105577.2533,,
0.029635832,105602.1407,,
0.029636864,105626.2952,,
0.029637896,105651.1474,,
0.029638928,105672.0013,,
0.02963996,105696.1231,,
0.029640992,105720.2161,,
0.029642025,105740.3104,,
0.029643057,105764.3729,,
0.029644089,105784.4605,,
0.029645121,105807.793,,
0.029646153,105827.1238,,
0.029647186,105851.1526,,
0.029648218,105871.182,,
0.02964925,105890.4809,,
0.029650282,105913.7781,,
0.029651314,105933.0469,,
0.029652346,105952.3142,,
0.029653379,105971.5798,,
0.029654411,105990.1437,,
0.029655443,106008.6778,,
0.029656475,106027.912,,
0.029657507,106042.4443,,
0.029658539,106061.6754,,
0.029659572,106080.1778,,
0.029660604,106094.6786,,
0.029661636,106113.1769,,
0.029662668,106127.6745,,
0.0296637,106146.8713,,
0.029664732,106160.664,,
0.029665765,106175.1567,,
0.029666797,106188.9195,,
0.029667829,106203.409,,
0.029668861,106217.8963,,
0.029669893,106232.3562,,
0.029670926,106246.1388,,
0.029671958,106256.6218,,
0.02967299,106270.3746,,
0.029674022,106280.152,,
0.029675054,106294.6301,,
0.029676086,106304.404,,
0.029677119,106314.9048,,
0.029678151,106325.3781,,
0.029679183,106335.1469,,
0.029680215,106344.9401,,
0.029681247,106354.7314,,
0.029682279,106364.521,,
0.029683312,106370.3348,,
0.029684344,106380.8241,,
0.029685376,106386.6344,,
0.029686408,106396.4428,,
0.02968744,106402.2493,,
0.029688473,106408.784,,
0.029689505,106414.5869,,
0.029690537,106419.7096,,
0.029691569,106426.2391,,
0.029692601,106428.0623,,
0.029693633,106434.6143,,
0.029694666,106439.7291,,
0.029695698,106442.2776,,
0.02969673,106444.1191,,
0.029697762,106449.959,,
0.029698794,106452.5023,,
0.029699826,106454.3384,,
0.029700859,106456.1981,,
0.029701891,106458.0304,,
0.029702923,106460.5924,,
0.029703955,106458.421,,
0.029704987,106460.2734,,
0.02970602,106458.8301,,
0.029707052,106460.6531,,
0.029708084,106459.2068,,
0.029709116,106461.7585,,
0.029710148,106459.6015,,
0.02971118,106457.4426,,
0.029712213,106455.9894,,
0.029713245,106454.5086,,
0.029714277,106452.3442,,
0.029715309,106450.8859,,
0.029716341,106448.7177,,
0.029717373,106447.256,,
0.029718406,106441.7926,,
0.029719438,106439.6189,,
0.02972047,106438.1267,,
0.029721502,106433.3669,,
0.029722534,106431.1878,,
0.029723567,106429.7161,,
0.029724599,106424.2427,,
0.029725631,106418.058,,
0.029726663,106416.5812,,
0.029727695,106411.1028,,
0.029728727,106408.9382,,
0.02972976,106402.746,,
0.029730792,106397.2623,,
0.029731824,106395.777,,
0.029732856,106390.29,,
0.029733888,106384.8265,,
0.02973492,106378.6251,,
0.029735953,106377.133,,
0.029736985,106371.6643,,
0.029738017,106366.169,,
0.029739049,106359.9602,,
0.029740081,106357.7499,,
0.029741114,106352.2493,,
0.029742146,106346.0348,,
0.029743178,106340.5308,,
0.02974421,106339.0251,,
0.029745242,106332.805,,
0.029746274,106327.271,,
0.029747307,106325.0224,,
0.029748339,106318.797,,
0.029749371,106312.5444,,
0.029750403,106310.9788,,
0.029751435,106304.7226,,
0.029752467,106303.1537,,
0.0297535,106296.869,,
0.029754532,106294.5825,,
0.029755564,106289.0086,,
0.029756596,106282.6938,,
0.029757628,106279.6625,,
0.02975866,106273.3438,,
0.029759693,106271.7385,,
0.029760725,106269.3917,,
0.029761757,106263.043,,
0.029762789,106260.6925,,
0.029763821,106254.3402,,
0.029764854,106251.9616,,
0.029765886,106244.8647,,
0.029766918,106242.4823,,
0.02976795,106240.0981,,
0.029768982,106233.7121,,
0.029770014,106231.2999,,
0.029771047,106224.8859,,
0.029772079,106221.7767,,
0.029773111,106215.359,,
0.029774143,106212.9396,,
0.029775175,106206.5183,,
0.029776207,106204.0954,,
0.02977724,106196.9516,,
0.029778272,106189.7819,,
0.029779304,106187.3533,,
0.029780336,106180.9229,,
0.029781368,106173.7706,,
0.029782401,106170.5928,,
0.029783433,106164.1568,,
0.029784465,106156.9979,,
0.029785497,106149.838,,
0.029786529,106143.3722,,
0.029787561,106135.4862,,
0.029788594,106129.0166,,
0.029789626,106121.8467,,
0.029790658,106114.652,,
0.02979169,106107.4776,,
0.029792722,106100.2786,,
0.029793754,106093.0756,,
0.029794787,106085.8723,,
0.029795819,106078.6649,,
0.029796851,106067.4572,,
0.029797883,106060.2453,,
0.029798915,106053.0333,,
0.029799948,106041.7929,,
0.02980098,106033.8265,,
0.029802012,106027.3079,,
0.029803044,106015.3366,,
0.029804076,106008.7903,,
0.029805108,105996.8141,,
0.029806141,105985.5361,,
0.029807173,105977.5307,,
0.029808205,105966.9768,,
0.029809237,105954.9427,,
0.029810269,105947.6556,,
0.029811301,105937.0723,,
0.029812334,105925.031,,
0.029813366,105913.7135,,
0.029814398,105902.3939,,
0.02981543,105890.3448,,
0.029816462,105878.9967,,
0.029817495,105867.6702,,
0.029818527,105857.0501,,
0.029819559,105844.9676,,
0.029820591,105833.6345,,
0.029821623,105818.2755,,
0.029822655,105806.9143,,
0.029823688,105791.5509,,
0.02982472,105780.1853,,
0.029825752,105764.8175,,
0.029826784,105753.4475,,
0.029827816,105738.0752,,
0.029828848,105721.9646,,
0.029829881,105710.5876,,
0.029830913,105695.2084,,
0.029831945,105679.827,,
0.029832977,105664.4433,,
0.029834009,105648.3193,,
0.029835041,105632.9308,,
0.029836074,105617.5402,,
0.029837106,105598.8798,,
0.029838138,105582.7452,,
0.02983917,105567.3478,,
0.029840202,105547.9481,,
0.029841235,105532.5388,,
0.029842267,105513.1113,,
0.029843299,105496.963,,
0.029844331,105477.554,,
0.029845363,105462.8541,,
0.029846395,105442.6745,,
0.029847428,105423.2354,,
0.02984846,105403.7856,,
0.029849492,105388.3187,,
0.029850524,105368.1281,,
0.029851556,105348.6475,,
0.029852588,105329.1503,,
0.029853621,105308.928,,
0.029854653,105289.4261,,
0.029855685,105269.8892,,
0.029856717,105250.3829,,
0.029857749,105234.0801,,
0.029858782,105213.7974,,
0.029859814,105194.9761,,
0.029860846,105174.6419,,
0.029861878,105154.3046,,
0.02986291,105134.6917,,
0.029863942,105114.3258,,
0.029864975,105094.6852,,
0.029866007,105074.2907,,
0.029867039,105053.8702,,
0.029868071,105034.1764,,
0.029869103,105016.9862,,
0.029870135,104996.5108,,
0.029871168,104976.7639,,
0.0298722,104955.5179,,
0.029873232,104938.9878,,
0.029874264,104919.1878,,
0.029875296,104897.8633,,
0.029876329,104880.5351,,
0.029877361,104860.6819,,
0.029878393,104843.3016,,
0.029879425,104821.8947,,
0.029880457,104805.2437,,
0.029881489,104787.8073,,
0.029882522,104767.105,,
0.029883554,104749.6162,,
0.029884586,104732.8627,,
0.029885618,104715.3444,,
0.02988665,104697.0529,,
0.029887682,104680.245,,
0.029888715,104661.9001,,
0.029889747,104645.0637,,
0.029890779,104626.6884,,
0.029891811,104609.0522,,
0.029892843,104594.6232,,
0.029893876,104577.7066,,
0.029894908,104562.4977,,
0.02989594,104544.7796,,
0.029896972,104530.2661,,
0.029898004,104512.5186,,
0.029899036,104497.2233,,
0.029900069,104483.4231,,
0.029901101,104468.0959,,
0.029902133,104453.5138,,
0.029903165,104439.6577,,
0.029904197,104424.2483,,
0.029905229,104409.6092,,
0.029906262,104394.1674,,
0.029907294,104378.7203,,
0.029908326,104364.0233,,
0.029909358,104352.5215,,
0.02991039,104337.0383,,
0.029911423,104322.2605,,
0.029912455,104309.9654,,
0.029913487,104299.1563,,
0.029914519,104283.5867,,
0.029915551,104271.2066,,
0.029916583,104259.6045,,
0.029917616,104243.9749,,
0.029918648,104231.5324,,
0.02991968,104219.8703,,
0.029920712,104208.1807,,
0.029921744,104195.7038,,
0.029922776,104183.1931,,
0.029923809,104171.4661,,
0.029924841,104158.9503,,
0.029925873,104146.3765,,
0.029926905,104133.8267,,
0.029927937,104122.0112,,
0.029928969,104109.4282,,
0.029930002,104100.0449,,
0.029931034,104088.1914,,
0.029932066,104075.569,,
0.029933098,104062.1435,,
0.02993413,104053.4865,,
0.029935163,104040.8242,,
0.029936195,104028.1565,,
0.029937227,104014.6821,,
0.029938259,104001.9798,,
0.029939291,103993.2721,,
0.029940323,103979.7548,,
0.029941356,103967.0586,,
0.029942388,103953.5279,,
0.02994342,103940.797,,
0.029944452,103928.0607,,
0.029945484,103914.5101,,
0.029946516,103901.7622,,
0.029947549,103888.1981,,
0.029948581,103875.4386,,
0.029949613,103861.884,,
0.029950645,103849.136,,
0.029951677,103831.5448,,
0.02995271,103818.7851,,
0.029953742,103805.2267,,
0.029954774,103788.4554,,
0.029955806,103774.8602,,
0.029956838,103757.2809,,
0.02995787,103744.5149,,
0.029958903,103726.9452,,
0.029959935,103710.1223,,
0.029960967,103692.5385,,
0.029961999,103675.7721,,
0.029963031,103658.1748,,
0.029964063,103641.3493,,
0.029965096,103623.7379,,
0.029966128,103606.1424,,
0.02996716,103590.1499,,
0.029968192,103572.5181,,
0.029969224,103551.6839,,
0.029970257,103534.0612,,
0.029971289,103517.2372,,
0.029972321,103495.6004,,
0.029973353,103478.7399,,
0.029974385,103457.8731,,
0.029975417,103436.9999,,
0.02997645,103415.3586,,
0.029977482,103398.4723,,
0.029978514,103377.5796,,
0.029979546,103355.839,,
0.029980578,103334.9326,,
0.02998161,103314.0199,,
0.029982643,103293.8889,,
0.029983675,103268.9639,,
0.029984707,103248.0091,,
0.029985739,103226.2237,,
0.029986771,103202.0453,,
0.029987804,103181.0942,,
0.029988836,103156.0537,,
0.029989868,103135.066,,
0.0299909,103110.8638,,
0.029991932,103085.01,,
0.029992964,103064.7954,,
0.029993997,103039.7197,,
0.029995029,103014.6758,,
0.029996061,102989.5856,,
0.029997093,102965.3233,,
0.029998125,102940.1956,,
0.029999157,102911.9213,,
0.03000019,102886.7796,,
0.030001222,102862.4933,,
0.030002254,102833.3141,,
0.030003286,102808.1508,,
0.030004318,102780.6208,,
0.030005351,102751.4204,,
0.030006383,102726.2123,,
0.030007415,102697.8659,,
0.030008447,102669.4205,,
0.030009479,102640.1676,,
0.030010511,102611.7084,,
0.030011544,102582.4408,,
0.030012576,102553.9442,,
0.030013608,102520.638,,
0.03001464,102493.0041,,
0.030015672,102464.488,,
0.030016704,102431.1373,,
0.030017737,102402.5836,,
0.030018769,102369.9995,,
0.030019801,102341.4323,,
0.030020833,102308.811,,
0.030021865,102276.2066,,
0.030022897,102246.6866,,
0.03002393,102214.02,,
0.030024962,102181.3467,,
0.030025994,102148.6665,,
0.030027026,102119.9556,,
0.030028058,102087.2379,,
0.030029091,102054.4894,,
0.030030123,102021.7341,,
0.030031155,101988.0541,,
0.030032187,101956.0479,,
0.030033219,101923.2234,,
0.030034251,101890.3919,,
0.030035284,101857.5056,,
0.030036316,101824.5506,,
0.030037348,101791.6256,,
0.03003838,101758.6936,,
0.030039412,101726.5697,,
0.030040444,101697.5759,,
0.030041477,101663.694,,
0.030042509,101631.4776,,
0.030043541,101598.4376,,
0.030044573,101565.3904,,
0.030045605,101532.3118,,
0.030046638,101504.0207,,
0.03004767,101469.9923,,
0.030048702,101436.843,,
0.030049734,101407.6863,,
0.030050766,101375.3189,,
0.030051798,101346.0996,,
0.030052831,101312.8729,,
0.030053863,101283.6386,,
0.030054895,101253.4529,,
0.030055927,101220.1541,,
0.030056959,101190.8719,,
0.030057991,101161.5336,,
0.030059024,101132.2121,,
0.030060056,101102.8586,,
0.030061088,101072.6472,,
0.03006212,101043.2779,,
0.030063152,101013.8766,,
0.030064185,100983.6157,,
0.030065217,100958.1984,,
0.030066249,100927.9205,,
0.030067281,100902.4629,,
0.030068313,100872.1679,,
0.030069345,100846.6943,,
0.030070378,100816.3577,,
0.03007141,100790.0368,,
0.030072442,100764.6225,,
0.030073474,100735.1173,,
0.030074506,100708.7471,,
0.030075538,100682.3679,,
0.030076571,100656.0044,,
0.030077603,100629.6075,,
0.030078635,100604.149,,
0.030079667,100576.9247,,
0.030080699,100554.5017,,
0.030081732,100528.0945,,
0.030082764,100501.6783,,
0.030083796,100476.2069,,
0.030084828,100452.9361,,
0.03008586,100426.494,,
0.030086892,100404.0428,,
0.030087925,100377.7266,,
0.030088957,100355.2832,,
0.030089989,100328.8309,,
0.030091021,100305.5283,,
0.030092053,100284.0462,,
0.030093085,100256.7504,,
0.030094118,100234.2875,,
0.03009515,100212.8082,,
0.030096182,100185.4848,,
0.030097214,100163.0209,,
0.030098246,100140.6994,,
0.030099279,100114.2435,,
0.030100311,100090.9326,,
0.030101343,100069.4586,,
0.030102375,100047.002,,
0.030103407,100019.6887,,
0.030104439,99997.23897,,
0.030105472,99974.91164,,
0.030106504,99952.47017,,
0.030107536,99926.01988,,
0.030108568,99903.71938,,
0.0301096,99881.27744,,
0.030110632,99854.8267,,
0.030111665,99831.56547,,
0.030112697,99810.11096,,
0.030113729,99783.71051,,
0.030114761,99761.27601,,
0.030115793,99734.88343,,
0.030116825,99712.62129,,
0.030117858,99686.21202,,
0.03011889,99663.84482,,
0.030119922,99637.44354,,
0.030120954,99611.0844,,
0.030121986,99584.71662,,
0.030123019,99563.34188,,
0.030124051,99537.009,,
0.030125083,99510.6675,,
0.030126115,99484.31738,,
0.030127147,99458.84455,,
0.030128179,99432.52879,,
0.030129212,99406.20444,,
0.030130244,99379.89705,,
0.030131276,99350.44369,,
0.030132308,99324.14528,,
0.03013334,99297.86389,,
0.030134372,99268.41261,,
0.030135405,99242.14029,,
0.030136437,99216.69915,,
0.030137469,99186.41029,,
0.030138501,99161.00498,,
0.030139533,99131.56656,,
0.030140566,99105.27884,,
0.030141598,99075.85063,,
0.03014263,99049.41498,,
0.030143662,99019.97063,,
0.030144694,98989.67479,,
0.030145726,98964.21495,,
0.030146759,98934.77337,,
0.030147791,98909.32431,,
0.030148823,98879.86776,,
0.030149855,98850.37795,,
0.030150887,98824.9064,,
0.030151919,98794.52809,,
0.030152952,98767.97687,,
0.030153984,98738.48101,,
0.030155016,98712.92594,,
0.030156048,98683.38914,,
0.03015708,98657.81892,,
0.030158113,98632.26698,,
0.030159145,98602.65568,,
0.030160177,98576.18482,,
0.030161209,98550.55774,,
0.030162241,98524.923,,
0.030163273,98499.25468,,
0.030164306,98473.57867,,
0.030165338,98447.01443,,
0.03016637,98421.29651,,
0.030167402,98395.57086,,
0.030168434,98368.92928,,
0.030169466,98343.16157,,
0.030170499,98320.47676,,
0.030171531,98294.66689,,
0.030172563,98269.02737,,
0.030173595,98247.17651,,
0.030174627,98224.40626,,
0.03017566,98197.627,,
0.030176692,98175.72529,,
0.030177724,98152.90242,,
0.030178756,98127.14093,,
0.030179788,98104.27512,,
0.03018082,98082.28896,,
0.030181853,98059.40549,,
0.030182885,98036.48668,,
0.030183917,98014.6358,,
0.030184949,97991.70004,,
0.030185981,97968.72882,,
0.030187013,97951.72148,,
0.030188046,97928.70749,,
0.030189078,97905.71054,,
0.03019011,97883.76302,,
0.030191142,97864.72261,,
0.030192174,97842.56769,,
0.030193207,97819.48288,,
0.030194239,97801.50549,,
0.030195271,97779.29981,,
0.030196303,97757.30828,,
0.030197335,97738.18949,,
0.030198367,97715.9858,,
0.0301994,97697.94572,,
0.030200432,97675.72635,,
0.030201464,97653.49875,,
0.030202496,97635.46351,,
0.030203528,97613.24675,,
0.03020456,97590.99521,,
0.030205593,97569.86654,,
0.030206625,97551.65301,,
0.030207657,97529.43126,,
0.030208689,97507.2013,,
0.030209721,97487.00317,,
0.030210753,97464.78531,,
0.030211786,97443.49068,,
0.030212818,97422.42369,,
0.03021385,97401.14227,,
0.030214882,97375.88046,,
0.030215914,97353.73155,,
0.030216947,97333.62679,,
0.030217979,97309.30568,,
0.030219011,97288.09715,,
0.030220043,97262.90839,,
0.030221075,97241.73943,,
0.030222107,97217.49997,,
0.03022314,97197.49651,,
0.030224172,97173.29946,,
0.030225204,97149.12332,,
0.030226236,97124.94126,,
0.030227268,97100.80701,,
0.0302283,97076.69375,,
0.030229333,97052.57463,,
0.030230365,97028.50343,,
0.030231397,97005.36712,,
0.030232429,96981.31164,,
0.030233461,96953.30418,,
0.030234494,96930.20612,,
0.030235526,96907.15705,,
0.030236558,96880.10311,,
0.03023759,96857.29548,,
0.030238622,96830.28633,,
0.030239654,96806.8422,,
0.030240687,96783.84991,,
0.030241719,96756.99425,,
0.030242751,96734.96496,,
0.030243783,96708.15434,,
0.030244815,96685.33909,,
0.030245847,96659.46609,,
0.03024688,96636.55406,,
0.030247912,96610.69998,,
0.030248944,96588.03619,,
0.030249976,96566.20123,,
0.030251008,96539.44059,,
0.030252041,96517.74012,,
0.030253073,96496.00901,,
0.030254105,96474.32833,,
0.030255137,96447.69357,,
0.030256169,96426.00527,,
0.030257201,96404.40223,,
0.030258234,96382.70678,,
0.030259266,96361.15083,,
0.030260298,96339.56438,,
0.03026133,96318.09075,,
0.030262362,96296.52453,,
0.030263394,96279.04423,,
0.030264427,96257.5877,,
0.030265459,96236.12788,,
0.030266491,96214.7544,,
0.030267523,96197.40486,,
0.030268555,96176.05218,,
0.030269588,96159.62494,,
0.03027062,96142.26635,,
0.030271652,96121.02173,,
0.030272684,96103.65696,,
0.030273716,96086.40631,,
0.030274748,96066.08296,,
0.030275781,96048.94411,,
0.030276813,96031.68495,,
0.030277845,96015.47164,,
0.030278877,95998.35166,,
0.030279909,95981.20178,,
0.030280941,95965.09909,,
0.030281974,95947.94398,,
0.030283006,95935.86389,,
0.030284038,95918.82154,,
0.03028507,95902.73706,,
0.030286102,95885.68968,,
0.030287134,95873.71901,,
0.030288167,95857.71932,,
0.030289199,95840.69179,,
0.030290231,95828.8334,,
0.030291263,95812.82764,,
0.030292295,95799.91152,,
0.030293328,95788.02023,,
0.03029436,95772.12714,,
0.030295392,95760.23224,,
0.030296424,95748.48143,,
0.030297456,95736.58297,,
0.030298488,95720.77456,,
0.030299521,95708.99154,,
0.030300553,95697.17975,,
0.030301585,95685.51249,,
0.030302617,95674.75471,,
0.030303649,95667.03038,,
0.030304681,95655.33157,,
0.030305714,95644.6623,,
0.030306746,95633.05297,,
0.030307778,95625.44218,,
0.03030881,95614.74239,,
0.030309842,95607.2214,,
0.030310875,95596.63904,,
0.030311907,95589.11559,,
0.030312939,95582.5041,,
0.030313971,95576.01144,,
0.030315003,95564.57718,,
0.030316035,95558.08267,,
