"Operating_condition (e.g., stall cycle/stall inception)",r_probe(m),x_probe(m),Rotational_frame(yes/no)
Stall inception,0.1892,-0.235,yes
t(s),p(Pa),,
0.030317068,95551.56023,,
0.0303181,95545.1569,,
0.030319132,95537.81128,,
0.030320164,95531.40627,,
0.030321196,95525.0005,,
0.030322228,95518.59398,,
0.030323261,95516.30686,,
0.030324293,95509.87178,,
0.030325325,95503.58327,,
0.030326357,95497.29409,,
0.030327389,95491.94713,,
0.030328422,95489.68386,,
0.030329454,95483.39282,,
0.030330486,95477.1282,,
0.030331518,95471.92687,,
0.03033255,95469.66111,,
0.030333582,95464.36555,,
0.030334615,95458.24625,,
0.030335647,95452.94983,,
0.030336679,95446.73592,,
0.030337711,95441.61343,,
0.030338743,95436.36993,,
0.030339775,95431.24675,,
0.030340808,95426.02959,,
0.03034184,95420.81203,,
0.030342872,95415.74195,,
0.030343904,95411.52284,,
0.030344936,95406.3584,,
0.030345969,95398.28674,,
0.030347001,95393.14872,,
0.030348033,95388.98282,,
0.030349065,95380.84378,,
0.030350097,95376.70452,,
0.030351129,95368.59211,,
0.030352162,95360.47948,,
0.030353194,95356.39368,,
0.030354226,95349.28061,,
0.030355258,95341.22147,,
0.03035629,95334.10814,,
0.030357322,95331.02173,,
0.030358355,95323.8412,,
0.030359387,95316.80856,,
0.030360419,95309.74878,,
0.030361451,95302.74287,,
0.030362483,95295.7368,,
0.030363516,95285.55586,,
0.030364548,95278.5765,,
0.03036558,95272.54336,,
0.030366612,95265.59067,,
0.030367644,95259.58423,,
0.030368676,95249.57765,,
0.030369709,95243.47684,,
0.030370741,95237.52386,,
0.030371773,95227.66481,,
0.030372805,95221.7115,,
0.030373837,95215.78492,,
0.030374869,95206.77767,,
0.030375902,95200.85074,,
0.030376934,95195.07149,,
0.030377966,95186.09055,,
0.030378998,95180.33774,,
0.03038003,95171.50417,,
0.030381062,95166.54939,,
0.030382095,95160.79589,,
0.030383127,95151.98838,,
0.030384159,95147.2074,,
0.030385191,95142.54698,,
0.030386223,95133.73856,,
0.030387256,95129.10425,,
0.030388288,95124.32199,,
0.03038932,95119.68697,,
0.030390352,95111.02482,,
0.030391384,95106.38907,,
0.030392416,95101.87368,,
0.030393449,95098.18279,,
0.030394481,95093.69322,,
0.030395513,95089.17652,,
0.030396545,95084.6594,,
0.030397577,95081.11386,,
0.030398609,95076.59583,,
0.030399642,95073.16971,,
0.030400674,95068.77125,,
0.030401706,95065.31727,,
0.030402738,95061.86262,,
0.03040377,95061.4626,,
0.030404803,95058.12712,,
0.030405835,95054.7909,,
0.030406867,95055.42737,,
0.030407899,95051.23917,,
0.030408931,95051.87431,,
0.030409963,95048.62892,,
0.030410996,95049.35622,,
0.030412028,95050.20285,,
0.03041306,95047.04863,,
0.030414092,95047.86707,,
0.030415124,95048.68468,,
0.030416156,95049.47499,,
0.030417189,95050.38439,,
0.030418221,95051.26645,,
0.030419253,95056.14764,,
0.030420285,95057.12128,,
0.030421317,95058.09398,,
0.03042235,95063.03934,,
0.030423382,95064.92572,,
0.030424414,95069.96224,,
0.030425446,95070.99776,,
0.030426478,95076.00592,,
0.03042751,95081.13253,,
0.030428543,95086.11234,,
0.030429575,95091.18418,,
0.030430607,95096.25497,,
0.030431639,95101.41763,,
0.030432671,95106.55285,,
0.030433703,95112.50791,,
0.030434736,95117.75982,,
0.030435768,95126.83896,,
0.0304368,95132.06225,,
0.030437832,95137.1129,,
0.030438864,95146.28134,,
0.030439897,95155.56741,,
0.030440929,95160.70722,,
0.030441961,95169.93832,,
0.030442993,95179.16818,,
0.030444025,95184.252,,
0.030445057,95194.50944,,
0.03044609,95203.68293,,
0.030447122,95212.85521,,
0.030448154,95222.14461,,
0.030449186,95231.262,,
0.030450218,95237.45919,,
0.03045125,95246.69208,,
0.030452283,95255.89749,,
0.030453315,95266.06363,,
0.030454347,95275.35803,,
0.030455379,95285.49463,,
0.030456411,95294.64202,,
0.030457444,95304.86696,,
0.030458476,95314.01152,,
0.030459508,95324.20684,,
0.03046054,95334.25652,,
0.030461572,95344.42198,,
0.030462604,95353.53452,,
0.030463637,95363.67041,,
0.030464669,95373.80441,,
0.030465701,95384.75198,,
0.030466733,95394.88202,,
0.030467765,95404.98405,,
0.030468797,95414.96713,,
0.03046983,95421.97096,,
0.030470862,95431.92412,,
0.030471894,95442.92342,,
0.030472926,95449.80347,,
0.030473958,95459.86755,,
0.03047499,95466.71711,,
0.030476023,95477.56437,,
0.030477055,95484.40933,,
0.030478087,95495.22588,,
0.030479119,95502.06623,,
0.030480151,95509.80672,,
0.030481184,95516.61606,,
0.030482216,95523.33306,,
0.030483248,95530.9494,,
0.03048428,95537.75168,,
0.030485312,95545.36269,,
0.030486344,95552.85509,,
0.030487377,95556.46059,,
0.030488409,95563.94763,,
0.030489441,95567.45811,,
0.030490473,95574.93988,,
0.030491505,95578.44507,,
0.030492537,95581.83227,,
0.03049357,95585.21698,,
0.030494602,95589.52316,,
0.030495634,95592.78744,,
0.030496666,95592.99874,,
0.030497698,95597.20704,,
0.030498731,95596.48973,,
0.030499763,95596.69237,,
0.030500795,95600.77727,,
0.030501827,95600.88538,,
0.030502859,95600.85001,,
0.030503891,95600.9525,,
0.030504924,95596.93772,,
0.030505956,95597.81443,,
0.030506988,95597.76789,,
0.03050802,95593.7447,,
0.030509052,95594.47182,,
0.030510084,95590.41694,,
0.030511117,95587.13789,,
0.030512149,95587.96945,,
0.030513181,95583.76609,,
0.030514213,95580.42553,,
0.030515245,95581.10779,,
0.030516278,95577.8743,,
0.03051731,95574.49792,,
0.030518342,95571.09225,,
0.030519374,95567.68335,,
0.030520406,95568.35834,,
0.030521438,95564.89077,,
0.030522471,95561.41995,,
0.030523503,95558.03277,,
0.030524535,95555.52982,,
0.030525567,95555.9966,,
0.030526599,95552.52067,,
0.030527631,95549.06738,,
0.030528664,95546.49676,,
0.030529696,95546.98407,,
0.030530728,95543.58027,,
0.03053176,95540.97162,,
0.030532792,95541.42205,,
0.030533825,95538.89131,,
0.030534857,95535.33438,,
0.030535889,95535.88589,,
0.030536921,95533.25711,,
0.030537953,95533.80109,,
0.030538985,95531.27579,,
0.030540018,95527.83827,,
0.03054105,95528.31179,,
0.030542082,95525.8003,,
0.030543114,95522.4039,,
0.030544146,95523.03004,,
0.030545178,95520.44732,,
0.030546211,95517.0921,,
0.030547243,95513.75943,,
0.030548275,95515.32783,,
0.030549307,95511.92913,,
0.030550339,95508.63768,,
0.030551372,95505.3688,,
0.030552404,95507.02555,,
0.030553436,95503.77525,,
0.030554468,95500.57366,,
0.0305555,95497.34233,,
0.030556532,95499.17133,,
0.030557565,95495.98464,,
0.030558597,95496.93044,,
0.030559629,95493.87247,,
0.030560661,95495.71062,,
0.030561693,95492.67084,,
0.030562725,95493.62729,,
0.030563758,95490.68945,,
0.03056479,95491.74765,,
0.030565822,95493.69974,,
0.030566854,95494.88493,,
0.030567886,95495.93075,,
0.030568918,95497.9782,,
0.030569951,95499.23342,,
0.030570983,95500.37549,,
0.030572015,95501.59602,,
0.030573047,95507.73319,,
0.030574079,95509.05314,,
0.030575112,95514.26016,,
0.030576144,95515.54508,,
0.030577176,95521.74467,,
0.030578208,95523.12821,,
0.03057924,95528.39904,,
0.030580272,95534.63892,,
0.030581305,95539.98191,,
0.030582337,95545.32018,,
0.030583369,95550.65374,,
0.030584401,95555.95653,,
0.030585433,95561.36201,,
0.030586465,95567.54434,,
0.030587498,95572.93967,,
0.03058853,95578.30403,,
0.030589562,95583.58255,,
0.030590594,95588.93721,,
0.030591626,95594.28698,,
0.030592659,95599.52515,,
0.030593691,95603.97928,,
0.030594723,95609.18235,,
0.030595755,95614.40678,,
0.030596787,95619.60046,,
0.030597819,95624.01145,,
0.030598852,95629.08997,,
0.030599884,95633.38664,,
0.030600916,95634.56243,,
0.030601948,95638.71911,,
0.03060298,95643.86001,,
0.030604012,95644.00886,,
0.030605045,95648.15403,,
0.030606077,95653.04494,,
0.030607109,95653.13037,,
0.030608141,95653.13286,,
0.030609173,95657.18498,,
0.030610206,95657.15433,,
0.030611238,95657.06809,,
0.03061227,95660.8994,,
0.030613302,95660.78017,,
0.030614334,95660.55261,,
0.030615366,95660.40038,,
0.030616399,95659.23676,,
0.030617431,95658.94732,,
0.030618463,95658.62846,,
0.030619495,95657.40407,,
0.030620527,95656.92234,,
0.030621559,95655.6402,,
0.030622592,95655.20436,,
0.030623624,95653.76019,,
0.030624656,95652.41753,,
0.030625688,95651.89401,,
0.03062672,95650.38944,,
0.030627753,95648.96005,,
0.030628785,95647.39798,,
0.030629817,95645.88478,,
0.030630849,95644.36879,,
0.030631881,95642.72027,,
0.030632913,95645.17262,,
0.030633946,95642.69841,,
0.030634978,95641.09313,,
0.03063601,95639.45883,,
0.030637042,95636.925,,
0.030638074,95639.23292,,
0.030639106,95636.66807,,
0.030640139,95634.07473,,
0.030641171,95636.4252,,
0.030642203,95633.80066,,
0.030643235,95635.25049,,
0.030644267,95636.69786,,
0.0306453,95634.03996,,
0.030646332,95635.45619,,
0.030647364,95635.97613,,
0.030648396,95633.46405,,
0.030649428,95633.9798,,
0.03065046,95635.36029,,
0.030651493,95635.94805,,
0.030652525,95637.32376,,
0.030653557,95637.90718,,
0.030654589,95638.48852,,
0.030655621,95639.0678,,
0.030656653,95639.54275,,
0.030657686,95644.11794,,
0.030658718,95643.82651,,
0.03065975,95644.39783,,
0.030660782,95644.96708,,
0.030661814,95648.7725,,
0.030662846,95649.33783,,
0.030663879,95649.03779,,
0.030664911,95652.73618,,
0.030665943,95652.43298,,
0.030666975,95657.09265,,
0.030668007,95656.75949,,
0.03066904,95660.55302,,
0.030670072,95660.24319,,
0.030671104,95663.0435,,
0.030672136,95662.83235,,
0.030673168,95666.49136,,
0.0306742,95666.2503,,
0.030675233,95669.12009,,
0.030676265,95672.77442,,
0.030677297,95672.50192,,
0.030678329,95675.34085,,
0.030679361,95679.06515,,
0.030680393,95681.87459,,
0.030681426,95684.7094,,
0.030682458,95684.37556,,
0.03068349,95687.18081,,
0.030684522,95690.81693,,
0.030685554,95693.6669,,
0.030686587,95696.4411,,
0.030687619,95700.11975,,
0.030688651,95702.86416,,
0.030689683,95709.68136,,
0.030690715,95713.32793,,
0.030691747,95716.04102,,
0.03069278,95718.82671,,
0.030693812,95722.49483,,
0.030694844,95725.27731,,
0.030695876,95732.05827,,
0.030696908,95735.72107,,
0.03069794,95738.52576,,
0.030698973,95742.18495,,
0.030700005,95745.01344,,
0.030701037,95751.84048,,
0.030702069,95755.5484,,
0.030703101,95758.42636,,
0.030704134,95762.11138,,
0.030705166,95765.04047,,
0.030706198,95768.74932,,
0.03070723,95768.51061,,
0.030708262,95771.44332,,
0.030709294,95775.28283,,
0.030710327,95775.04761,,
0.030711359,95778.08488,,
0.030712391,95777.95536,,
0.030713423,95781.85158,,
0.030714455,95780.84784,,
0.030715487,95780.82298,,
0.03071652,95780.77819,,
0.030717552,95780.75935,,
0.030718584,95780.7936,,
0.030719616,95780.85384,,
0.030720648,95780.96722,,
0.030721681,95781.03397,,
0.030722713,95777.15398,,
0.030723745,95777.27296,,
0.030724777,95773.57205,,
0.030725809,95773.67077,,
0.030726841,95769.92246,,
0.030727874,95770.22744,,
0.030728906,95766.53139,,
0.030729938,95766.86147,,
0.03073097,95763.14542,,
0.030732002,95760.37699,,
0.030733034,95760.78526,,
0.030734067,95757.21964,,
0.030735099,95753.65298,,
0.030736131,95754.11241,,
0.030737163,95751.44605,,
0.030738195,95751.93029,,
0.030739227,95748.44061,,
0.03074026,95749.89629,,
0.030741292,95746.43134,,
0.030742324,95747.06419,,
0.030743356,95744.54264,,
0.030744388,95745.20003,,
0.030745421,95745.85623,,
0.030746453,95743.38445,,
0.030747485,95744.03807,,
0.030748517,95745.66177,,
0.030749549,95746.46542,,
0.030750581,95747.26776,,
0.030751614,95748.9137,,
0.030752646,95749.7132,,
0.030753678,95751.38288,,
0.03075471,95752.30481,,
0.030755742,95754.09627,,
0.030756774,95755.04215,,
0.030757807,95756.85702,,
0.030758839,95761.8268,,
0.030759871,95763.66504,,
0.030760903,95764.75654,,
0.030761935,95770.59104,,
0.030762968,95771.73316,,
0.030764,95773.68857,,
0.030765032,95779.66882,,
0.030766064,95781.77144,,
0.030767096,95786.93327,,
0.030768128,95789.03167,,
0.030769161,95795.15471,,
0.030770193,95801.27544,,
0.030771225,95803.39386,,
0.030772257,95809.53687,,
0.030773289,95815.80151,,
0.030774321,95822.0368,,
0.030775354,95828.29648,,
0.030776386,95834.55367,,
0.030777418,95837.64645,,
0.03077845,95843.99509,,
0.030779482,95855.17853,,
0.030780515,95861.5484,,
0.030781547,95868.72561,,
0.030782579,95875.18631,,
0.030783611,95882.45354,,
0.030784643,95893.71733,,
0.030785675,95900.14229,,
0.030786708,95907.52237,,
0.03078774,95918.7761,,
0.030788772,95926.09561,,
0.030789804,95937.43824,,
0.030790836,95945.70657,,
0.030791868,95957.01487,,
0.030792901,95968.44182,,
0.030793933,95975.83836,,
0.030794965,95988.0632,,
0.030795997,95999.45188,,
0.030797029,96011.76328,,
0.030798062,96019.14402,,
0.030799094,96031.44651,,
0.030800126,96043.74429,,
0.030801158,96055.18119,,
0.03080219,96067.46997,,
0.030803222,96079.78058,,
0.030804255,96088.05994,,
0.030805287,96100.33459,,
0.030806319,96112.63103,,
0.030807351,96124.99053,,
0.030808383,96137.27743,,
0.030809415,96149.65369,,
0.030810448,96157.95749,,
0.03081148,96170.35043,,
0.030812512,96182.64463,,
0.030813544,96194.9341,,
0.030814576,96203.3388,,
0.030815609,96215.64505,,
0.030816641,96228.88954,,
0.030817673,96241.21207,,
0.030818705,96249.62301,,
0.030819737,96261.93586,,
0.030820769,96274.36324,,
0.030821802,96283.54008,,
0.030822834,96295.9571,,
0.030823866,96304.30266,,
0.030824898,96316.736,,
0.03082593,96329.19054,,
0.030826962,96338.34032,,
0.030827995,96350.78442,,
0.030829027,96359.22347,,
0.030830059,96371.65747,,
0.030831091,96384.11257,,
0.030832123,96392.53646,,
0.030833155,96404.98141,,
0.030834188,96417.39519,,
0.03083522,96429.92164,,
0.030836252,96439.16633,,
0.030837284,96451.68191,,
0.030838316,96464.1009,,
0.030839349,96476.60605,,
0.030840381,96488.29262,,
0.030841413,96500.87873,,
0.030842445,96513.36844,,
0.030843477,96525.8529,,
0.030844509,96538.42284,,
0.030845542,96550.98734,,
0.030846574,96563.54639,,
0.030847606,96576.19044,,
0.030848638,96592.76437,,
0.03084967,96605.39722,,
0.030850702,96618.02443,,
0.030851735,96634.646,,
0.030852767,96647.28774,,
0.030853799,96663.98786,,
0.030854831,96676.6182,,
0.030855863,96693.3325,,
0.030856896,96710.04093,,
0.030857928,96722.85865,,
0.03085896,96739.58096,,
0.030859992,96756.41228,,
0.030861024,96773.14836,,
0.030862056,96789.99318,,
0.030863089,96802.83183,,
0.030864121,96819.68994,,
0.030865153,96836.56746,,
0.030866185,96854.26632,,
0.030867217,96871.182,,
0.030868249,96884.14246,,
0.030869282,96901.18478,,
0.030870314,96918.98344,,
0.030871346,96936.00056,,
0.030872378,96949.06206,,
0.03087341,96966.85325,,
0.030874443,96979.9774,,
0.030875475,96997.14556,,
0.030876507,97011.06737,,
0.030877539,97024.32278,,
0.030878571,97038.3055,,
0.030879603,97051.56041,,
0.030880636,97065.5671,,
0.030881668,97078.88321,,
0.0308827,97092.18085,,
0.030883732,97106.31563,,
0.030884764,97119.69896,,
0.030885796,97129.91811,,
0.030886829,97143.38638,,
0.030887861,97153.6029,,
0.030888893,97167.15542,,
0.030889925,97177.4551,,
0.030890957,97187.00514,,
0.03089199,97197.38724,,
0.030893022,97210.99536,,
0.030894054,97221.43427,,
0.030895086,97231.0998,,
0.030896118,97240.80637,,
0.03089715,97251.31709,,
0.030898183,97261.05537,,
0.030899215,97271.62126,,
0.030900247,97285.47562,,
0.030901279,97296.07136,,
0.030902311,97305.9561,,
0.030903343,97316.64131,,
0.030904376,97330.55586,,
0.030905408,97341.26971,,
0.03090644,97355.27349,,
0.030907472,97365.99115,,
0.030908504,97380.0833,,
0.030909537,97394.88825,,
0.030910569,97408.98412,,
0.030911601,97423.85141,,
0.030912633,97438.70767,,
0.030913665,97452.87972,,
0.030914697,97467.90463,,
0.03091573,97486.05531,,
0.030916762,97501.16446,,
0.030917794,97520.15502,,
0.030918826,97538.46245,,
0.030919858,97557.53649,,
0.03092089,97576.68107,,
0.030921923,97595.81347,,
0.030922955,97614.18133,,
0.030923987,97633.37198,,
0.030925019,97656.63216,,
0.030926051,97679.90312,,
0.030927083,97699.16132,,
0.030928116,97722.40679,,
0.030929148,97745.80236,,
0.03093018,97769.10339,,
0.030931212,97796.47259,,
0.030932244,97819.82856,,
0.030933277,97847.27529,,
0.030934309,97871.45529,,
0.030935341,97898.95495,,
0.030936373,97926.41781,,
0.030937405,97954.65801,,
0.030938437,97982.11569,,
0.03093947,98010.48662,,
0.030940502,98038.01852,,
0.030941534,98070.35908,,
0.030942566,98098.70679,,
0.030943598,98131.09573,,
0.03094463,98159.41214,,
0.030945663,98191.87131,,
0.030946695,98224.23531,,
0.030947727,98256.66231,,
0.030948759,98289.09557,,
0.030949791,98321.5912,,
0.030950824,98354.07033,,
0.030951856,98387.13585,,
0.030952888,98419.42548,,
0.03095392,98457.25898,,
0.030954952,98489.53686,,
0.030955984,98526.57759,,
0.030957017,98560.37583,,
0.030958049,98597.38045,,
0.030959081,98635.16128,,
0.030960113,98668.15164,,
0.030961145,98705.12467,,
0.030962177,98742.89071,,
0.03096321,98779.84918,,
0.030964242,98817.5972,,
0.030965274,98855.31286,,
0.030966306,98893.02032,,
0.030967338,98931.4989,,
0.030968371,98969.19813,,
0.030969403,99010.90757,,
0.030970435,99048.61037,,
0.030971467,99087.04604,,
0.030972499,99125.50156,,
0.030973531,99167.18573,,
0.030974564,99205.63974,,
0.030975596,99244.07086,,
0.030976628,99286.52106,,
0.03097766,99324.20632,,
0.030978692,99362.65386,,
0.030979724,99405.83891,,
0.030980757,99444.25992,,
0.030981789,99481.96393,,
0.030982821,99525.13954,,
0.030983853,99563.59424,,
0.030984885,99606.76124,,
0.030985918,99644.45986,,
0.03098695,99683.6399,,
0.030987982,99726.7943,,
0.030989014,99765.23061,,
0.030990046,99807.65362,,
0.030991078,99846.08268,,
0.030992111,99885.23809,,
0.030993143,99928.3674,,
0.030994175,99966.7814,,
0.030995207,100009.1864,,
0.030996239,100048.3192,,
0.030997271,100090.6986,,
0.030998304,100129.7989,,
0.030999336,100172.1671,,
0.031000368,100210.5305,,
0.0310014,100252.8688,,
0.031002432,100291.9245,,
0.031003465,100334.2312,,
0.031004497,100373.234,,
0.031005529,100415.5279,,
0.031006561,100457.8031,,
0.031007593,100500.0471,,
0.031008625,100538.2657,,
0.031009658,100580.459,,
0.03101069,100623.3628,,
0.031011722,100665.5235,,
0.031012754,100707.6399,,
0.031013786,100749.7499,,
0.031014818,100791.8345,,
0.031015851,100833.8937,,
0.031016883,100879.2152,,
0.031017915,100921.2247,,
0.031018947,100963.2089,,
0.031019979,101008.4577,,
0.031021011,101050.3923,,
0.031022044,101096.3018,,
0.031023076,101137.4781,,
0.031024108,101183.3381,,
0.03102514,101228.4665,,
0.031026172,101269.5712,,
0.031027205,101315.3577,,
0.031028237,101360.4325,,
0.031029269,101405.4836,,
0.031030301,101447.2143,,
0.031031333,101492.2176,,
0.031032365,101537.8688,,
0.031033398,101583.5594,,
0.03103443,101628.5246,,
0.031035462,101669.4661,,
0.031036494,101714.4185,,
0.031037526,101760.0622,,
0.031038558,101804.9831,,
0.031039591,101846.6109,,
0.031040623,101891.5171,,
0.031041655,101933.1282,,
0.031042687,101978.0527,,
0.031043719,102019.6463,,
0.031044752,102060.571,,
0.031045784,102102.1796,,
0.031046816,102143.7783,,
0.031047848,102185.3833,,
0.03104888,102226.365,,
0.031049912,102267.9832,,
0.031050945,102305.6065,,
0.031051977,102347.2183,,
0.031053009,102384.9149,,
0.031054041,102422.536,,
0.031055073,102460.8467,,
0.031056105,102497.8714,,
0.031057138,102536.1874,,
0.03105817,102573.8889,,
0.031059202,102608.1922,,
0.031060234,102645.8833,,
0.031061266,102680.2037,,
0.031062299,102718.5638,,
0.031063331,102752.8522,,
0.031064363,102787.2124,,
0.031065395,102820.8938,,
0.031066427,102859.8264,,
0.031067459,102894.1689,,
0.031068492,102929.0796,,
0.031069524,102963.3875,,
0.031070556,102997.6933,,
0.031071588,103032.5622,,
0.03107262,103066.8318,,
0.031073652,103101.7562,,
0.031074685,103137.2514,,
0.031075717,103171.4786,,
0.031076749,103206.9302,,
0.031077781,103241.7731,,
0.031078813,103281.2784,,
0.031079846,103316.6616,,
0.031080878,103351.4544,,
0.03108191,103387.457,,
0.031082942,103426.8564,,
0.031083974,103462.8082,,
0.031085006,103498.7469,,
0.031086039,103538.0733,,
0.031087071,103573.9461,,
